signal_name,total_return_pct,sharpe_ratio,sortino_ratio,calmar_ratio
SMA|high|8|60,81.87345013301265,-0.36398045291214276,-0.48553862447046475,-0.16371887979009964
SMA|low|6|10,81.8473076069629,-0.3645477233533009,-0.478979841045893,-0.13320268349529207
SMA|low|16|40,81.73440350184198,-0.3669992365708275,-0.48957874541844393,-0.1905686785966802
SMA|high|18|20,81.69776714813165,-0.3677952817451794,-0.4904683577778626,-0.12633334671414845
SMA|low|6|25,81.63454771954434,-0.3691695680959687,-0.4862045485440549,-0.15835362784162005
SMA|high|12|30,81.42691685238759,-0.3736888190912183,-0.49552651988556634,-0.1435748265946506
SMA|close|14|30,81.3687031393141,-0.3749574566412847,-0.4985659163780228,-0.1396478339357082
SMA|close|18|20,81.3115827138046,-0.37620293925786896,-0.5043575795865414,-0.1475343053995534
SMA|low|12|25,81.26434613074561,-0.3772334090867485,-0.5023651864560008,-0.1313233247645411
SMA|close|10|45,80.77715553593562,-0.3878881446107265,-0.516326488214573,-0.15710461660610242
SMA|high|6|25,80.77292129080524,-0.3879809588679786,-0.5127417483929446,-0.14156335117547558
SMA|high|4|60,80.64932134391384,-0.3906919222537553,-0.5165241208922213,-0.15464646277794292
SMA|high|8|55,80.59377122924116,-0.39191135133745714,-0.5211929874365913,-0.1735580047747935
SMA|low|6|55,80.28753019881889,-0.3986453912081202,-0.5296858660473126,-0.18134727669007214
SMA|high|8|10,80.21696987257508,-0.40019972675738535,-0.5231629023782376,-0.1502551012480355
SMA|high|6|60,79.9371693624445,-0.40637355560717514,-0.53936908189662,-0.18091919068631115
SMA|high|4|10,79.75006732412818,-0.41051113738575973,-0.5364629088721863,-0.154694974023995
SMA|close|12|25,79.60507998069026,-0.41372246926447853,-0.5510617587450752,-0.14224138792906008
SMA|close|20|40,79.56124424599973,-0.41469426249884567,-0.5512922636881586,-0.1817699562555647
SMA|high|8|30,79.4954923997259,-0.41615267385839716,-0.547729806769015,-0.15804232811259586
SMA|low|20|45,79.21641293355526,-0.4223530302914903,-0.5616236761983007,-0.17443553249071173
SMA|close|6|10,79.20258829064306,-0.4226606037644891,-0.5564278797421114,-0.15506028594009852
SMA|close|8|15,79.13642556359844,-0.424133177534494,-0.5567072345382484,-0.1356557866500637
SMA|low|6|15,79.09502241241955,-0.42505515681984263,-0.5553838794842765,-0.13428210505758176
SMA|close|16|25,79.084951778144,-0.4252794719987999,-0.5666367446744652,-0.14821841583600806
SMA|high|6|55,78.96433561642672,-0.42796774585430647,-0.5688845087179789,-0.18300334178939578
SMA|close|12|30,78.74515276205781,-0.4328608488732783,-0.5754170706086771,-0.16408625736410792
SMA|low|18|30,78.3565201360593,-0.44156228313558465,-0.5872013585096264,-0.1862816708837274
SMA|high|8|25,78.07039688899764,-0.44798951130091946,-0.5900588333227721,-0.16097422689605603
SMA|low|12|30,77.75004637788415,-0.4552068564763272,-0.6054032718594637,-0.183126609481384
SMA|low|14|30,77.68885811403568,-0.4565879661882538,-0.607121555494731,-0.16565525820900387
SMA|close|14|25,77.66778822868142,-0.45706373569549796,-0.6092980940829732,-0.14995333042016043
SMA|close|8|10,77.45527313560909,-0.4618679285628791,-0.6032017581580918,-0.15663220759209714
SMA|low|6|20,77.36302874898062,-0.46395635712948113,-0.6092830760546037,-0.1661936371847647
SMA|close|6|30,76.96215646638929,-0.47305419625527323,-0.6208235087846964,-0.18964464511462104
SMA|high|20|25,76.89493295852729,-0.47458336326268263,-0.6267610619001057,-0.1954889724692465
SMA|low|20|40,76.61916484788205,-0.48086704463088986,-0.6394453658232799,-0.18242965981198087
SMA|high|6|15,76.48744164499338,-0.483874562654976,-0.635134563132215,-0.18096314126892232
SMA|close|16|30,76.41219858646338,-0.48559429017173245,-0.64467791116213,-0.1759289080058321
SMA|high|8|35,76.40260057883262,-0.4858137497540943,-0.6413501936050356,-0.18412414665724017
SMA|high|16|25,76.40143927138207,-0.48584030577734016,-0.6473142830240487,-0.16790873415579335
SMA|low|16|30,76.39111269263687,-0.48607645192036414,-0.6468089729387331,-0.18041487218551114
SMA|low|16|25,76.281006438522,-0.4885958428893303,-0.6500200242696366,-0.1644432754460642
SMA|low|8|60,76.27564740896607,-0.48871853684932065,-0.6512951272392512,-0.18919881574876074
SMA|high|6|20,76.25007209393063,-0.4893041622656545,-0.6478030075623996,-0.17051881026681542
SMA|close|8|30,76.23001751608106,-0.48976347662595904,-0.6434829106116509,-0.17729409171139301
SMA|low|6|60,76.1195053709447,-0.49229622475870677,-0.6529220827777451,-0.20774224178643397
SMA|low|8|10,75.87598753241978,-0.4978870960462656,-0.6521716035042702,-0.17856437090537625
SMA|high|14|25,75.74784330037696,-0.5008346109102977,-0.6654466122709715,-0.15744989232588275
SMA|high|10|30,75.30292279191157,-0.5110979512015481,-0.6760068626044691,-0.1818973845544514
SMA|low|8|15,75.18796526575929,-0.5137572512344325,-0.6741161213105822,-0.16029022832455692
SMA|close|8|60,75.07661689657309,-0.5163360149839498,-0.6851046950308342,-0.1995171200132748
SMA|low|8|30,74.87337390443177,-0.5210504964137478,-0.6874459061664868,-0.1874792620944343
SMA|high|8|20,74.60113954332748,-0.5273805754415026,-0.6927846858483219,-0.18022783541429968
SMA|high|10|25,73.52653248463284,-0.5525403678056736,-0.729608906259235,-0.18351273691154507
SMA|high|10|35,73.08801709894057,-0.5628876366770977,-0.7443978045377339,-0.1939824199891776
SMA|high|6|30,72.47378556703377,-0.577460720578935,-0.7560704348826935,-0.1966924937628809
SMA|high|8|15,72.24430525918852,-0.5829293900555604,-0.763226185955467,-0.18623437630489809
SMA|low|18|20,72.05733672735892,-0.5873947462470012,-0.7794321658403895,-0.18354431070643537
SMA|low|18|25,70.89740070108641,-0.6152959018240645,-0.8102712531219771,-0.21842113306510494
SMA|low|20|25,70.8753743085142,-0.6158290711578235,-0.8107368195451431,-0.22735195784635787
SMA|high|6|10,70.62048183491993,-0.6220081613175032,-0.8136569977254265,-0.2013176652195551
SMA|close|18|25,70.5191097929036,-0.6244703291365558,-0.8213153354256023,-0.2074063831189726
SMA|low|6|30,68.46643122370799,-0.6749153183461333,-0.8811457970800101,-0.22971015345053447
SMA|close|20|25,67.9048838308971,-0.6889154695685631,-0.9051148538173065,-0.22901612488760054
SMA|high|18|25,66.96986113503078,-0.7124234261725205,-0.9369626467634802,-0.22869172515339828
